"","subjectid","activity","feature","axis","count","average"
"1551",8,"WALKING_DOWNSTAIRS","tGravityAccMag",NA,76,0.153968589527632
"1552",8,"WALKING_UPSTAIRS","fBodyAcc","X",82,-0.170848027779268
"1553",8,"WALKING_UPSTAIRS","fBodyAcc","Y",82,0.284416429939024
"1554",8,"WALKING_UPSTAIRS","fBodyAcc","Z",82,0.0304082497329268
"1555",8,"WALKING_UPSTAIRS","fBodyAccJerk","X",82,-0.223806933558537
"1556",8,"WALKING_UPSTAIRS","fBodyAccJerk","Y",82,-0.0479387027536585
"1557",8,"WALKING_UPSTAIRS","fBodyAccJerk","Z",82,-0.447452060243902
"1558",8,"WALKING_UPSTAIRS","fBodyAccMag",NA,82,-0.269773685379268
"1559",8,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag",NA,82,-0.255558533620732
"1560",8,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag",NA,82,-0.519501934390244
"1561",8,"WALKING_UPSTAIRS","fBodyBodyGyroMag",NA,82,-0.206468299871951
"1562",8,"WALKING_UPSTAIRS","fBodyGyro","X",82,-0.325108171231707
"1563",8,"WALKING_UPSTAIRS","fBodyGyro","Y",82,-0.0805211978597561
"1564",8,"WALKING_UPSTAIRS","fBodyGyro","Z",82,0.214588532690244
"1565",8,"WALKING_UPSTAIRS","tBodyAcc","X",82,0.0435839887073171
"1566",8,"WALKING_UPSTAIRS","tBodyAcc","Y",82,0.160263609768293
"1567",8,"WALKING_UPSTAIRS","tBodyAcc","Z",82,0.00303257941951219
"1568",8,"WALKING_UPSTAIRS","tBodyAccJerk","X",82,-0.0526186071643902
"1569",8,"WALKING_UPSTAIRS","tBodyAccJerk","Y",82,0.000885240802439024
"1570",8,"WALKING_UPSTAIRS","tBodyAccJerk","Z",82,-0.257488285512195
"1571",8,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,82,-0.184895488806098
"1572",8,"WALKING_UPSTAIRS","tBodyAccMag",NA,82,-0.0530868125121951
"1573",8,"WALKING_UPSTAIRS","tBodyGyro","X",82,-0.0873619456341463
"1574",8,"WALKING_UPSTAIRS","tBodyGyro","Y",82,-0.135451721114634
"1575",8,"WALKING_UPSTAIRS","tBodyGyro","Z",82,0.132535937428049
"1576",8,"WALKING_UPSTAIRS","tBodyGyroJerk","X",82,-0.28025818305
"1577",8,"WALKING_UPSTAIRS","tBodyGyroJerk","Y",82,-0.226297625256098
"1578",8,"WALKING_UPSTAIRS","tBodyGyroJerk","Z",82,-0.241887848512195
"1579",8,"WALKING_UPSTAIRS","tBodyGyroJerkMag",NA,82,-0.447319522926829
"1580",8,"WALKING_UPSTAIRS","tBodyGyroMag",NA,82,0.0285600335853659
"1581",8,"WALKING_UPSTAIRS","tGravityAcc","X",82,-0.0331522845121951
"1582",8,"WALKING_UPSTAIRS","tGravityAcc","Y",82,-0.611186780121951
"1583",8,"WALKING_UPSTAIRS","tGravityAcc","Z",82,-0.534237945559756
"1584",8,"WALKING_UPSTAIRS","tGravityAccMag",NA,82,-0.0530868125121951
"1585",9,"LAYING","fBodyAcc","X",100,-0.9439232606
"1586",9,"LAYING","fBodyAcc","Y",100,-0.9236016746
"1587",9,"LAYING","fBodyAcc","Z",100,-0.9439450821
"1588",9,"LAYING","fBodyAccJerk","X",100,-0.9664526846
"1589",9,"LAYING","fBodyAccJerk","Y",100,-0.9653584711
"1590",9,"LAYING","fBodyAccJerk","Z",100,-0.9578119663
"1591",9,"LAYING","fBodyAccMag",NA,100,-0.924267016797
"1592",9,"LAYING","fBodyBodyAccJerkMag",NA,100,-0.9547076489
"1593",9,"LAYING","fBodyBodyGyroJerkMag",NA,100,-0.9540483624
"1594",9,"LAYING","fBodyBodyGyroMag",NA,100,-0.9110029585
"1595",9,"LAYING","fBodyGyro","X",100,-0.9383435357
"1596",9,"LAYING","fBodyGyro","Y",100,-0.928855798
"1597",9,"LAYING","fBodyGyro","Z",100,-0.9627506606
"1598",9,"LAYING","tBodyAcc","X",100,-0.3415687766
"1599",9,"LAYING","tBodyAcc","Y",100,-0.468409799031
"1600",9,"LAYING","tBodyAcc","Z",100,-0.52412850342
"1601",9,"LAYING","tBodyAccJerk","X",100,-0.43833351128
"1602",9,"LAYING","tBodyAccJerk","Y",100,-0.476217473541
"1603",9,"LAYING","tBodyAccJerk","Z",100,-0.4828080664292
"1604",9,"LAYING","tBodyAccJerkMag",NA,100,-0.9592006772
"1605",9,"LAYING","tBodyAccMag",NA,100,-0.92299761888
"1606",9,"LAYING","tBodyGyro","X",100,-0.477939272974
"1607",9,"LAYING","tBodyGyro","Y",100,-0.542760725615
"1608",9,"LAYING","tBodyGyro","Z",100,-0.430160179859
"1609",9,"LAYING","tBodyGyroJerk","X",100,-0.52458785741
"1610",9,"LAYING","tBodyGyroJerk","Y",100,-0.494861249574
"1611",9,"LAYING","tBodyGyroJerk","Z",100,-0.51701260385
"1612",9,"LAYING","tBodyGyroJerkMag",NA,100,-0.9586631894
"1613",9,"LAYING","tBodyGyroMag",NA,100,-0.9028414868
"1614",9,"LAYING","tGravityAcc","X",100,-0.7510369487
"1615",9,"LAYING","tGravityAcc","Y",100,-0.5445743422
"1616",9,"LAYING","tGravityAcc","Z",100,-0.00666582429999999
"1617",9,"LAYING","tGravityAccMag",NA,100,-0.92299761888
"1618",9,"SITTING","fBodyAcc","X",100,-0.9581585265
"1619",9,"SITTING","fBodyAcc","Y",100,-0.88964841323
"1620",9,"SITTING","fBodyAcc","Z",100,-0.855101589312
"1621",9,"SITTING","fBodyAccJerk","X",100,-0.9661283216
"1622",9,"SITTING","fBodyAccJerk","Y",100,-0.9582651886
"1623",9,"SITTING","fBodyAccJerk","Z",100,-0.9612341585
"1624",9,"SITTING","fBodyAccMag",NA,100,-0.8834453543
"1625",9,"SITTING","fBodyBodyAccJerkMag",NA,100,-0.9512227111
"1626",9,"SITTING","fBodyBodyGyroJerkMag",NA,100,-0.9671563013
"1627",9,"SITTING","fBodyBodyGyroMag",NA,100,-0.9204544835
"1628",9,"SITTING","fBodyGyro","X",100,-0.9560756266
"1629",9,"SITTING","fBodyGyro","Y",100,-0.9251381844
"1630",9,"SITTING","fBodyGyro","Z",100,-0.9372498957
"1631",9,"SITTING","tBodyAcc","X",100,-0.35445052393
"1632",9,"SITTING","tBodyAcc","Y",100,-0.45107909099
"1633",9,"SITTING","tBodyAcc","Z",100,-0.45369017077
"1634",9,"SITTING","tBodyAccJerk","X",100,-0.443765425013
"1635",9,"SITTING","tBodyAccJerk","Y",100,-0.473480073769
"1636",9,"SITTING","tBodyAccJerk","Z",100,-0.4852820551255
"1637",9,"SITTING","tBodyAccJerkMag",NA,100,-0.9580820001
"1638",9,"SITTING","tBodyAccMag",NA,100,-0.8785590759
"1639",9,"SITTING","tBodyGyro","X",100,-0.500674462989
"1640",9,"SITTING","tBodyGyro","Y",100,-0.48030767226
"1641",9,"SITTING","tBodyGyro","Z",100,-0.4246924526046
"1642",9,"SITTING","tBodyGyroJerk","X",100,-0.5288015779
"1643",9,"SITTING","tBodyGyroJerk","Y",100,-0.509295444336
"1644",9,"SITTING","tBodyGyroJerk","Z",100,-0.510790190697
"1645",9,"SITTING","tBodyGyroJerkMag",NA,100,-0.969862605
"1646",9,"SITTING","tBodyGyroMag",NA,100,-0.9049209287
"1647",9,"SITTING","tGravityAcc","X",100,-0.0194779478
"1648",9,"SITTING","tGravityAcc","Y",100,-0.4939388964469
"1649",9,"SITTING","tGravityAcc","Z",100,-0.400295506638
"1650",9,"SITTING","tGravityAccMag",NA,100,-0.8785590759
"1651",9,"STANDING","fBodyAcc","X",90,-0.974620970222222
"1652",9,"STANDING","fBodyAcc","Y",90,-0.941819724333333
"1653",9,"STANDING","fBodyAcc","Z",90,-0.927791853222222
"1654",9,"STANDING","fBodyAccJerk","X",90,-0.971296296
"1655",9,"STANDING","fBodyAccJerk","Y",90,-0.965429439222222
"1656",9,"STANDING","fBodyAccJerk","Z",90,-0.969858974555556
"1657",9,"STANDING","fBodyAccMag",NA,90,-0.943297859111111
"1658",9,"STANDING","fBodyBodyAccJerkMag",NA,90,-0.963418021777778
"1659",9,"STANDING","fBodyBodyGyroJerkMag",NA,90,-0.966131213555556
"1660",9,"STANDING","fBodyBodyGyroMag",NA,90,-0.920339363666667
"1661",9,"STANDING","fBodyGyro","X",90,-0.920856507
"1662",9,"STANDING","fBodyGyro","Y",90,-0.948232439222222
"1663",9,"STANDING","fBodyGyro","Z",90,-0.943226573888889
"1664",9,"STANDING","tBodyAcc","X",90,-0.346715597555556
"1665",9,"STANDING","tBodyAcc","Y",90,-0.479340627367778
"1666",9,"STANDING","tBodyAcc","Z",90,-0.507285276955556
"1667",9,"STANDING","tBodyAccJerk","X",90,-0.446985096766667
"1668",9,"STANDING","tBodyAccJerk","Y",90,-0.475389676641111
"1669",9,"STANDING","tBodyAccJerk","Z",90,-0.487642525084333
"1670",9,"STANDING","tBodyAccJerkMag",NA,90,-0.966644378333333
"1671",9,"STANDING","tBodyAccMag",NA,90,-0.940636246444444
"1672",9,"STANDING","tBodyGyro","X",90,-0.475586874173
"1673",9,"STANDING","tBodyGyro","Y",90,-0.503428399370222
"1674",9,"STANDING","tBodyGyro","Z",90,-0.420324402055556
"1675",9,"STANDING","tBodyGyroJerk","X",90,-0.522501697777778
"1676",9,"STANDING","tBodyGyroJerk","Y",90,-0.508478243938889
"1677",9,"STANDING","tBodyGyroJerk","Z",90,-0.513650398352222
"1678",9,"STANDING","tBodyGyroJerkMag",NA,90,-0.967555547555556
"1679",9,"STANDING","tBodyGyroMag",NA,90,-0.914660813111111
"1680",9,"STANDING","tGravityAcc","X",90,-0.0138898291111111
"1681",9,"STANDING","tGravityAcc","Y",90,-0.491478842014778
"1682",9,"STANDING","tGravityAcc","Z",90,-0.461548801377778
"1683",9,"STANDING","tGravityAccMag",NA,90,-0.940636246444444
"1684",9,"WALKING","fBodyAcc","X",104,-0.256365570538462
"1685",9,"WALKING","fBodyAcc","Y",104,-0.240825087375
"1686",9,"WALKING","fBodyAcc","Z",104,-0.142301392722885
"1687",9,"WALKING","fBodyAccJerk","X",104,-0.242246870740288
"1688",9,"WALKING","fBodyAccJerk","Y",104,-0.298043534240385
"1689",9,"WALKING","fBodyAccJerk","Z",104,-0.409322804038462
"1690",9,"WALKING","fBodyAccMag",NA,104,-0.416346487990385
"1691",9,"WALKING","fBodyBodyAccJerkMag",NA,104,-0.319604126153846
"1692",9,"WALKING","fBodyBodyGyroJerkMag",NA,104,-0.613466770961538
"1693",9,"WALKING","fBodyBodyGyroMag",NA,104,-0.538256004519231
"1694",9,"WALKING","fBodyGyro","X",104,-0.445540316826923
"1695",9,"WALKING","fBodyGyro","Y",104,-0.463948098461538
"1696",9,"WALKING","fBodyGyro","Z",104,-0.291294867701923
"1697",9,"WALKING","tBodyAcc","X",104,0.0200746397115385
"1698",9,"WALKING","tBodyAcc","Y",104,-0.109893078977683
"1699",9,"WALKING","tBodyAcc","Z",104,-0.0843920796053846
"1700",9,"WALKING","tBodyAccJerk","X",104,-0.0681490304567308
"1701",9,"WALKING","tBodyAccJerk","Y",104,-0.127852171422212
"1702",9,"WALKING","tBodyAccJerk","Z",104,-0.202808449375962
"1703",9,"WALKING","tBodyAccJerkMag",NA,104,-0.260423551317308
"1704",9,"WALKING","tBodyAccMag",NA,104,-0.238756409807173
"1705",9,"WALKING","tBodyGyro","X",104,-0.278499783298077
"1706",9,"WALKING","tBodyGyro","Y",104,-0.264807019473077
"1707",9,"WALKING","tBodyGyro","Z",104,-0.077026870725
"1708",9,"WALKING","tBodyGyroJerk","X",104,-0.303952859242308
"1709",9,"WALKING","tBodyGyroJerk","Y",104,-0.292414285390385
"1710",9,"WALKING","tBodyGyroJerk","Z",104,-0.260611078048846
"1711",9,"WALKING","tBodyGyroJerkMag",NA,104,-0.555060234230769
"1712",9,"WALKING","tBodyGyroMag",NA,104,-0.392134039182692
"1713",9,"WALKING","tGravityAcc","X",104,-0.0145524470192308
"1714",9,"WALKING","tGravityAcc","Y",104,-0.501338298475
"1715",9,"WALKING","tGravityAcc","Z",104,-0.535690058328654
"1716",9,"WALKING","tGravityAccMag",NA,104,-0.238756409807173
"1717",9,"WALKING_DOWNSTAIRS","fBodyAcc","X",84,0.176808632533333
"1718",9,"WALKING_DOWNSTAIRS","fBodyAcc","Y",84,-0.228340920285714
"1719",9,"WALKING_DOWNSTAIRS","fBodyAcc","Z",84,-0.0693276576860714
"1720",9,"WALKING_DOWNSTAIRS","fBodyAccJerk","X",84,-0.0275765954345238
"1721",9,"WALKING_DOWNSTAIRS","fBodyAccJerk","Y",84,-0.334812431619048
"1722",9,"WALKING_DOWNSTAIRS","fBodyAccJerk","Z",84,-0.359527598964286
"1723",9,"WALKING_DOWNSTAIRS","fBodyAccMag",NA,84,0.155535554202381
"1724",9,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag",NA,84,0.0388606963345238
"1725",9,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag",NA,84,-0.474165480357143
"1726",9,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag",NA,84,-0.385855481904762
"1727",9,"WALKING_DOWNSTAIRS","fBodyGyro","X",84,-0.374300832428571
"1728",9,"WALKING_DOWNSTAIRS","fBodyGyro","Y",84,-0.338397380583333
"1729",9,"WALKING_DOWNSTAIRS","fBodyGyro","Z",84,-0.303624029216667
"1730",9,"WALKING_DOWNSTAIRS","tBodyAcc","X",84,0.25465785777381
"1731",9,"WALKING_DOWNSTAIRS","tBodyAcc","Y",84,-0.114355066206155
"1732",9,"WALKING_DOWNSTAIRS","tBodyAcc","Z",84,-0.0493715898761905
"1733",9,"WALKING_DOWNSTAIRS","tBodyAccJerk","X",84,0.0739081930035714
"1734",9,"WALKING_DOWNSTAIRS","tBodyAccJerk","Y",84,-0.165064534547619
"1735",9,"WALKING_DOWNSTAIRS","tBodyAccJerk","Z",84,-0.178443837107143
"1736",9,"WALKING_DOWNSTAIRS","tBodyAccJerkMag",NA,84,-0.0612341353619048
"1737",9,"WALKING_DOWNSTAIRS","tBodyAccMag",NA,84,0.205503244650476
"1738",9,"WALKING_DOWNSTAIRS","tBodyGyro","X",84,-0.244033749529762
"1739",9,"WALKING_DOWNSTAIRS","tBodyGyro","Y",84,-0.206012558728571
"1740",9,"WALKING_DOWNSTAIRS","tBodyGyro","Z",84,-0.0814403747507143
"1741",9,"WALKING_DOWNSTAIRS","tBodyGyroJerk","X",84,-0.302130258247619
"1742",9,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Y",84,-0.254181642326191
"1743",9,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Z",84,-0.242523805415476
"1744",9,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag",NA,84,-0.462441929642857
"1745",9,"WALKING_DOWNSTAIRS","tBodyGyroMag",NA,84,-0.245626432697619
"1746",9,"WALKING_DOWNSTAIRS","tGravityAcc","X",84,-0.00686172369047619
"1747",9,"WALKING_DOWNSTAIRS","tGravityAcc","Y",84,-0.48576851166
"1748",9,"WALKING_DOWNSTAIRS","tGravityAcc","Z",84,-0.479458736161786
"1749",9,"WALKING_DOWNSTAIRS","tGravityAccMag",NA,84,0.205503244650476
"1750",9,"WALKING_UPSTAIRS","fBodyAcc","X",98,-0.356275865
"1751",9,"WALKING_UPSTAIRS","fBodyAcc","Y",98,-0.351331930459184
"1752",9,"WALKING_UPSTAIRS","fBodyAcc","Z",98,-0.314396115855102
"1753",9,"WALKING_UPSTAIRS","fBodyAccJerk","X",98,-0.36473337
"1754",9,"WALKING_UPSTAIRS","fBodyAccJerk","Y",98,-0.599305754285714
"1755",9,"WALKING_UPSTAIRS","fBodyAccJerk","Z",98,-0.646478396734694
"1756",9,"WALKING_UPSTAIRS","fBodyAccMag",NA,98,-0.441409905204082
"1757",9,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag",NA,98,-0.452234430306122
"1758",9,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag",NA,98,-0.760970520102041
"1759",9,"WALKING_UPSTAIRS","fBodyBodyGyroMag",NA,98,-0.494162009540816
"1760",9,"WALKING_UPSTAIRS","fBodyGyro","X",98,-0.337784004214286
"1761",9,"WALKING_UPSTAIRS","fBodyGyro","Y",98,-0.425596147234694
"1762",9,"WALKING_UPSTAIRS","fBodyGyro","Z",98,-0.246626612702041
"1763",9,"WALKING_UPSTAIRS","tBodyAcc","X",98,-0.0495039509183673
"1764",9,"WALKING_UPSTAIRS","tBodyAcc","Y",98,-0.160858156906949
"1765",9,"WALKING_UPSTAIRS","tBodyAcc","Z",98,-0.18932654375102
"1766",9,"WALKING_UPSTAIRS","tBodyAccJerk","X",98,-0.133032510059184
"1767",9,"WALKING_UPSTAIRS","tBodyAccJerk","Y",98,-0.292440445030612
"1768",9,"WALKING_UPSTAIRS","tBodyAccJerk","Z",98,-0.319817768008571
"1769",9,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,98,-0.443076469081633
"1770",9,"WALKING_UPSTAIRS","tBodyAccMag",NA,98,-0.330474809285714
"1771",9,"WALKING_UPSTAIRS","tBodyGyro","X",98,-0.253971910367347
"1772",9,"WALKING_UPSTAIRS","tBodyGyro","Y",98,-0.221058929458571
"1773",9,"WALKING_UPSTAIRS","tBodyGyro","Z",98,0.00375907243285714
"1774",9,"WALKING_UPSTAIRS","tBodyGyroJerk","X",98,-0.364444246810612
"1775",9,"WALKING_UPSTAIRS","tBodyGyroJerk","Y",98,-0.369442259967347
"1776",9,"WALKING_UPSTAIRS","tBodyGyroJerk","Z",98,-0.340373496171429
"1777",9,"WALKING_UPSTAIRS","tBodyGyroJerkMag",NA,98,-0.710745908673469
"1778",9,"WALKING_UPSTAIRS","tBodyGyroMag",NA,98,-0.254581605217347
"1779",9,"WALKING_UPSTAIRS","tGravityAcc","X",98,-0.0258678896938776
"1780",9,"WALKING_UPSTAIRS","tGravityAcc","Y",98,-0.469556052030612
"1781",9,"WALKING_UPSTAIRS","tGravityAcc","Z",98,-0.580040472816327
"1782",9,"WALKING_UPSTAIRS","tGravityAccMag",NA,98,-0.330474809285714
"1783",10,"LAYING","fBodyAcc","X",116,-0.96857612362069
"1784",10,"LAYING","fBodyAcc","Y",116,-0.950285498698276
"1785",10,"LAYING","fBodyAcc","Z",116,-0.962057256491379
"1786",10,"LAYING","fBodyAccJerk","X",116,-0.978959516465517
"1787",10,"LAYING","fBodyAccJerk","Y",116,-0.968079933017241
"1788",10,"LAYING","fBodyAccJerk","Z",116,-0.975587276034483
"1789",10,"LAYING","fBodyAccMag",NA,116,-0.947576541896552
"1790",10,"LAYING","fBodyBodyAccJerkMag",NA,116,-0.9669693375
"1791",10,"LAYING","fBodyBodyGyroJerkMag",NA,116,-0.960874848534483
"1792",10,"LAYING","fBodyBodyGyroMag",NA,116,-0.935696978965517
"1793",10,"LAYING","fBodyGyro","X",116,-0.959169239224138
"1794",10,"LAYING","fBodyGyro","Y",116,-0.954061765517241
"1795",10,"LAYING","fBodyGyro","Z",116,-0.972527287155172
"1796",10,"LAYING","tBodyAcc","X",116,-0.344026555431034
"1797",10,"LAYING","tBodyAcc","Y",116,-0.485374393103448
"1798",10,"LAYING","tBodyAcc","Z",116,-0.53832006437069
"1799",10,"LAYING","tBodyAccJerk","X",116,-0.452096201118103
"1800",10,"LAYING","tBodyAccJerk","Y",116,-0.475615898175603
"1801",10,"LAYING","tBodyAccJerk","Z",116,-0.484544883361724
"1802",10,"LAYING","tBodyAccJerkMag",NA,116,-0.971895707931035
"1803",10,"LAYING","tBodyAccMag",NA,116,-0.948541737068965
"1804",10,"LAYING","tBodyGyro","X",116,-0.490634568494828
"1805",10,"LAYING","tBodyGyro","Y",116,-0.515346386656379
"1806",10,"LAYING","tBodyGyro","Z",116,-0.433610059534483
"1807",10,"LAYING","tBodyGyroJerk","X",116,-0.533104416258621
"1808",10,"LAYING","tBodyGyroJerk","Y",116,-0.502750416193103
"1809",10,"LAYING","tBodyGyroJerk","Z",116,-0.521511897017241
"1810",10,"LAYING","tBodyGyroJerkMag",NA,116,-0.965231890258621
"1811",10,"LAYING","tBodyGyroMag",NA,116,-0.932531082155172
"1812",10,"LAYING","tGravityAcc","X",116,-0.703800839741379
"1813",10,"LAYING","tGravityAcc","Y",116,-0.552999418534483
"1814",10,"LAYING","tGravityAcc","Z",116,-0.497083633284483
"1815",10,"LAYING","tGravityAccMag",NA,116,-0.948541737068965
"1816",10,"SITTING","fBodyAcc","X",108,-0.983592786018519
"1817",10,"SITTING","fBodyAcc","Y",108,-0.926644131509259
"1818",10,"SITTING","fBodyAcc","Z",108,-0.970382848611111
"1819",10,"SITTING","fBodyAccJerk","X",108,-0.989457965648148
"1820",10,"SITTING","fBodyAccJerk","Y",108,-0.981504223611111
"1821",10,"SITTING","fBodyAccJerk","Z",108,-0.987583813888889
"1822",10,"SITTING","fBodyAccMag",NA,108,-0.948396481759259
"1823",10,"SITTING","fBodyBodyAccJerkMag",NA,108,-0.984583771296296
"1824",10,"SITTING","fBodyBodyGyroJerkMag",NA,108,-0.991800315092593
"1825",10,"SITTING","fBodyBodyGyroMag",NA,108,-0.968459844351852
"1826",10,"SITTING","fBodyGyro","X",108,-0.988094862037037
"1827",10,"SITTING","fBodyGyro","Y",108,-0.984879431111111
"1828",10,"SITTING","fBodyGyro","Z",108,-0.963907014722222
"1829",10,"SITTING","tBodyAcc","X",108,-0.356144884722222
"1830",10,"SITTING","tBodyAcc","Y",108,-0.4665111059075
"1831",10,"SITTING","tBodyAcc","Z",108,-0.536040110231481
"1832",10,"SITTING","tBodyAccJerk","X",108,-0.455704581777778
"1833",10,"SITTING","tBodyAccJerk","Y",108,-0.485889017613889
"1834",10,"SITTING","tBodyAccJerk","Z",108,-0.496625733990185
"1835",10,"SITTING","tBodyAccJerkMag",NA,108,-0.986632046944444
"1836",10,"SITTING","tBodyAccMag",NA,108,-0.950213395555556
"1837",10,"SITTING","tBodyGyro","X",108,-0.516058157453704
"1838",10,"SITTING","tBodyGyro","Y",108,-0.526186332351852
"1839",10,"SITTING","tBodyGyro","Z",108,-0.442925037546296
"1840",10,"SITTING","tBodyGyroJerk","X",108,-0.542741079935185
"1841",10,"SITTING","tBodyGyroJerk","Y",108,-0.516853074453704
"1842",10,"SITTING","tBodyGyroJerk","Z",108,-0.519600502325556
"1843",10,"SITTING","tBodyGyroJerkMag",NA,108,-0.992701842037037
"1844",10,"SITTING","tBodyGyroMag",NA,108,-0.953633310648148
"1845",10,"SITTING","tGravityAcc","X",108,-0.090620577962963
"1846",10,"SITTING","tGravityAcc","Y",108,-0.488475390740741
"1847",10,"SITTING","tGravityAcc","Z",108,-0.382181973842593
"1848",10,"SITTING","tGravityAccMag",NA,108,-0.950213395555556
"1849",10,"STANDING","fBodyAcc","X",88,-0.976524530227273
"1850",10,"STANDING","fBodyAcc","Y",88,-0.922619610909091
"1851",10,"STANDING","fBodyAcc","Z",88,-0.946685533522727
"1852",10,"STANDING","fBodyAccJerk","X",88,-0.966088651022727
"1853",10,"STANDING","fBodyAccJerk","Y",88,-0.943517577045455
"1854",10,"STANDING","fBodyAccJerk","Z",88,-0.975835120681818
"1855",10,"STANDING","fBodyAccMag",NA,88,-0.942579205227273
"1856",10,"STANDING","fBodyBodyAccJerkMag",NA,88,-0.9518698275
"1857",10,"STANDING","fBodyBodyGyroJerkMag",NA,88,-0.965334948409091
"1858",10,"STANDING","fBodyBodyGyroMag",NA,88,-0.930374146931818
"1859",10,"STANDING","fBodyGyro","X",88,-0.928139927840909
"1860",10,"STANDING","fBodyGyro","Y",88,-0.959361829431818
"1861",10,"STANDING","fBodyGyro","Z",88,-0.954908494090909
"1862",10,"STANDING","tBodyAcc","X",88,-0.350876590568182
"1863",10,"STANDING","tBodyAcc","Y",88,-0.467551851875
"1864",10,"STANDING","tBodyAcc","Z",88,-0.524617762193182
"1865",10,"STANDING","tBodyAccJerk","X",88,-0.441666525715909
"1866",10,"STANDING","tBodyAccJerk","Y",88,-0.464713950175795
"1867",10,"STANDING","tBodyAccJerk","Z",88,-0.490644505157386
"1868",10,"STANDING","tBodyAccJerkMag",NA,88,-0.958611016477273
"1869",10,"STANDING","tBodyAccMag",NA,88,-0.944626722954545
"1870",10,"STANDING","tBodyGyro","X",88,-0.4790402452575
"1871",10,"STANDING","tBodyGyro","Y",88,-0.523271606363636
"1872",10,"STANDING","tBodyGyro","Z",88,-0.425214769431818
"1873",10,"STANDING","tBodyGyroJerk","X",88,-0.527560690795455
"1874",10,"STANDING","tBodyGyroJerk","Y",88,-0.506802158331818
"1875",10,"STANDING","tBodyGyroJerk","Z",88,-0.513733642693182
"1876",10,"STANDING","tBodyGyroJerkMag",NA,88,-0.968023536022727
"1877",10,"STANDING","tBodyGyroMag",NA,88,-0.925137035
"1878",10,"STANDING","tGravityAcc","X",88,-0.0186253497727273
"1879",10,"STANDING","tGravityAcc","Y",88,-0.509285253568182
"1880",10,"STANDING","tGravityAcc","Z",88,-0.462440818342045
"1881",10,"STANDING","tGravityAccMag",NA,88,-0.944626722954545
"1882",10,"WALKING","fBodyAcc","X",106,-0.160278249254717
"1883",10,"WALKING","fBodyAcc","Y",106,-0.0381922576641509
"1884",10,"WALKING","fBodyAcc","Z",106,-0.423743469056604
"1885",10,"WALKING","fBodyAccJerk","X",106,-0.0935464670893396
"1886",10,"WALKING","fBodyAccJerk","Y",106,0.0396959845295283
"1887",10,"WALKING","fBodyAccJerk","Z",106,-0.511266579528302
"1888",10,"WALKING","fBodyAccMag",NA,106,-0.231747843120755
"1889",10,"WALKING","fBodyBodyAccJerkMag",NA,106,0.0353638575983962
"1890",10,"WALKING","fBodyBodyGyroJerkMag",NA,106,-0.51637056745283
"1891",10,"WALKING","fBodyBodyGyroMag",NA,106,-0.456188353301887
"1892",10,"WALKING","fBodyGyro","X",106,-0.368103356792453
"1893",10,"WALKING","fBodyGyro","Y",106,-0.274800928056604
"1894",10,"WALKING","fBodyGyro","Z",106,-0.190911448053774
"1895",10,"WALKING","tBodyAcc","X",106,0.0499321711037736
"1896",10,"WALKING","tBodyAcc","Y",106,-0.0198827581801887
"1897",10,"WALKING","tBodyAcc","Z",106,-0.252351292103774
"1898",10,"WALKING","tBodyAccJerk","X",106,0.0167976398037736
"1899",10,"WALKING","tBodyAccJerk","Y",106,0.0395814915688679
"1900",10,"WALKING","tBodyAccJerk","Z",106,-0.26397911269434
"1901",10,"WALKING","tBodyAccJerkMag",NA,106,-0.0475083271444245
"1902",10,"WALKING","tBodyAccMag",NA,106,-0.156501654068868
"1903",10,"WALKING","tBodyGyro","X",106,-0.201757988830755
"1904",10,"WALKING","tBodyGyro","Y",106,-0.16640369852767
"1905",10,"WALKING","tBodyGyro","Z",106,-0.0379276477438679
"1906",10,"WALKING","tBodyGyroJerk","X",106,-0.244386643334906
"1907",10,"WALKING","tBodyGyroJerk","Y",106,-0.280801913014151
"1908",10,"WALKING","tBodyGyroJerk","Z",106,-0.195102892763208
"1909",10,"WALKING","tBodyGyroJerkMag",NA,106,-0.470695776603774
"1910",10,"WALKING","tBodyGyroMag",NA,106,-0.279241933009434
"1911",10,"WALKING","tGravityAcc","X",106,-0.0056715041509434
"1912",10,"WALKING","tGravityAcc","Y",106,-0.527471210603774
"1913",10,"WALKING","tGravityAcc","Z",106,-0.451467552037736
"1914",10,"WALKING","tGravityAccMag",NA,106,-0.156501654068868
"1915",10,"WALKING_DOWNSTAIRS","fBodyAcc","X",76,0.270311508157895
"1916",10,"WALKING_DOWNSTAIRS","fBodyAcc","Y",76,-0.027143584075
"1917",10,"WALKING_DOWNSTAIRS","fBodyAcc","Z",76,-0.213207264002632
"1918",10,"WALKING_DOWNSTAIRS","fBodyAccJerk","X",76,0.169165904814474
